id,safra,idade,renda,tempo_emprego,utilizacao,n_atrasos_12m,dti,consultas_6m,tipo_ocupacao,possui_imovel,default
8894,202307,39,9494.0,2.2,0.583,1,0.234,1,CLT,0,0
8895,202308,45,6304.0,12.8,0.343,0,0.218,1,CLT,1,0
8896,202302,44,2663.0,4.6,0.527,1,0.369,1,CLT,1,0
8897,202304,34,11677.0,4.7,0.83,0,0.361,0,autonomo,1,0
8898,202407,48,1273.0,6.2,0.28,0,0.318,2,aposentado,1,0
8899,202312,56,5007.0,2.2,0.272,1,0.354,2,aposentado,0,0
8900,202301,21,2571.0,14.6,0.362,2,0.089,2,autonomo,0,0
8901,202302,27,9331.0,4.0,0.827,0,0.424,0,servidor,0,1
8902,202303,62,4132.0,4.3,0.426,1,0.307,1,autonomo,1,1
8903,202304,48,2448.0,0.6,0.16,0,0.247,0,autonomo,1,1
8904,202304,68,3187.0,20.7,0.373,0,0.233,1,CLT,0,0
8905,202308,50,2548.0,2.1,0.332,1,0.256,2,autonomo,1,1
8906,202410,53,3125.0,1.0,0.173,0,0.198,2,aposentado,0,0
8907,202307,65,3089.0,3.7,0.787,0,0.463,1,CLT,1,1
8908,202307,53,2501.0,6.6,0.581,0,0.457,1,autonomo,0,0
8909,202407,37,4167.0,0.9,0.068,0,0.598,0,CLT,0,0
8910,202409,46,4428.0,10.0,0.374,0,0.424,0,aposentado,1,0
8911,202309,32,2212.0,4.1,0.262,0,0.114,1,servidor,1,0
8912,202301,37,1589.0,13.0,0.178,0,0.401,2,CLT,0,0
8913,202403,54,4253.0,0.5,0.261,1,0.476,1,autonomo,0,1
8914,202401,28,4750.0,6.6,0.071,1,0.307,1,servidor,1,1
8915,202309,53,5245.0,2.0,0.298,0,0.228,0,CLT,1,0
8916,202308,49,4796.0,14.1,0.172,0,0.082,2,CLT,1,0
8917,202410,36,7993.0,3.6,0.286,0,0.446,0,CLT,1,0
8918,202406,23,5994.0,3.9,0.26,0,0.188,1,CLT,0,0
8919,202405,55,13904.0,4.2,0.493,1,0.574,0,autonomo,1,0
8920,202404,61,17160.0,6.3,0.667,0,0.107,1,CLT,1,0
8921,202407,56,1512.0,6.0,0.398,0,0.293,2,CLT,1,0
8922,202402,41,1214.0,4.4,0.319,0,0.097,4,CLT,1,0
8923,202411,53,3628.0,1.6,0.742,0,0.136,0,CLT,0,0
8924,202405,41,4685.0,6.8,0.502,0,0.1,2,CLT,1,0
8925,202411,38,3505.0,1.4,0.507,1,0.47,0,autonomo,1,0
8926,202412,37,5176.0,10.4,0.7,0,0.724,3,servidor,1,1
8927,202405,31,3181.0,4.5,0.466,2,0.111,4,CLT,1,1
8928,202304,68,2574.0,0.7,0.14,1,0.458,2,CLT,1,1
8929,202309,53,2775.0,9.6,0.788,1,0.37,4,CLT,1,0
8930,202405,29,3294.0,8.8,0.531,0,0.164,3,CLT,1,0
8931,202403,63,5551.0,1.2,0.441,0,0.203,0,CLT,1,0
8932,202308,28,2854.0,2.8,0.815,1,0.526,4,CLT,0,1
8933,202310,50,3151.0,5.4,0.428,0,0.235,3,CLT,0,1
8934,202412,29,4842.0,11.8,0.255,0,0.247,0,autonomo,1,0
8935,202401,38,3296.0,8.2,0.14,0,0.124,0,CLT,0,0
8936,202308,53,6364.0,34.1,0.314,1,0.31,0,CLT,1,0
8937,202405,69,2299.0,2.3,0.263,0,0.215,0,CLT,0,0
8938,202303,69,2063.0,11.9,0.518,0,0.266,1,autonomo,0,1
8939,202305,64,4240.0,1.2,0.596,1,0.395,1,CLT,1,0
8940,202407,32,4457.0,2.5,0.121,0,0.267,1,CLT,0,0
8941,202412,25,2363.0,2.0,0.194,0,0.212,0,CLT,0,0
8942,202303,65,7128.0,0.4,0.18,0,0.608,2,autonomo,1,0
8943,202409,66,9533.0,3.0,0.62,1,0.099,0,servidor,1,0
8944,202406,34,2660.0,7.7,0.278,0,0.27,1,CLT,1,0
8945,202304,21,7659.0,4.6,0.521,0,0.321,1,autonomo,1,0
8946,202410,52,1106.0,6.1,0.396,1,0.13,1,CLT,0,0
8947,202411,24,6236.0,8.3,0.514,0,0.488,0,autonomo,1,0
8948,202406,22,2371.0,1.9,0.314,0,0.253,0,servidor,0,0
8949,202406,66,5932.0,7.4,0.357,2,0.064,2,CLT,0,0
8950,202304,45,2252.0,10.0,0.458,0,0.215,0,autonomo,1,0
8951,202401,26,3518.0,14.1,0.458,0,0.311,1,servidor,1,1
8952,202301,53,2428.0,1.3,0.475,0,0.468,2,CLT,1,1
8953,202405,39,3272.0,10.2,0.209,1,0.336,0,servidor,1,0
8954,202411,47,9090.0,13.7,0.194,1,0.127,2,CLT,0,0
8955,202412,65,3450.0,4.8,0.827,0,0.317,1,CLT,0,0
8956,202301,32,10458.0,4.3,0.655,1,0.294,3,servidor,1,0
8957,202412,52,3002.0,1.1,0.611,0,0.248,2,servidor,1,0
8958,202304,61,7676.0,6.4,0.168,0,0.633,3,CLT,0,0
8959,202302,41,1615.0,6.9,0.555,0,0.039,0,servidor,1,0
8960,202301,68,3155.0,2.4,0.61,1,0.144,1,autonomo,0,0
8961,202402,42,2785.0,7.8,0.158,1,0.201,0,CLT,1,0
8962,202312,43,7855.0,3.5,0.333,0,0.402,0,servidor,1,0
8963,202307,64,3994.0,3.6,0.777,0,0.065,0,CLT,1,0
8964,202411,52,1282.0,4.4,0.675,0,0.304,1,CLT,0,1
8965,202403,63,1891.0,2.1,0.141,0,0.343,3,autonomo,1,0
8966,202406,59,2194.0,9.4,0.2,0,0.178,3,CLT,0,0
8967,202303,55,5808.0,0.6,0.787,0,0.362,1,CLT,1,0
8968,202402,32,5445.0,3.1,0.446,0,0.418,1,CLT,1,0
8969,202301,40,3133.0,2.6,0.162,1,0.492,4,autonomo,0,1
8970,202309,63,2768.0,12.2,0.605,0,0.369,0,autonomo,1,0
8971,202408,51,5209.0,10.7,0.301,1,0.38,4,autonomo,0,0
8972,202409,34,2070.0,0.2,0.22,0,0.374,3,CLT,1,0
8973,202406,37,4577.0,1.1,0.345,0,0.121,3,servidor,0,0
8974,202301,59,4386.0,11.7,0.611,0,0.099,2,CLT,0,0
8975,202307,29,3174.0,1.5,0.036,1,0.178,0,CLT,1,0
8976,202312,26,4442.0,0.6,0.782,0,0.156,1,aposentado,0,1
8977,202307,58,3832.0,1.1,0.69,1,0.196,3,CLT,0,0
8978,202308,35,4669.0,10.9,0.416,0,0.472,2,autonomo,1,0
8979,202408,58,1869.0,0.9,0.253,1,0.201,0,aposentado,0,0
8980,202406,47,4951.0,3.8,0.102,1,0.078,2,servidor,1,0
8981,202410,69,6083.0,0.8,0.133,0,0.547,0,autonomo,0,0
8982,202409,46,4275.0,2.6,0.046,0,0.268,2,autonomo,0,1
8983,202310,63,4918.0,11.1,0.838,1,0.31,6,CLT,1,1
8984,202406,62,3446.0,11.6,0.759,0,0.16,0,autonomo,0,0
8985,202403,31,5685.0,0.9,0.377,1,0.197,2,CLT,1,1
8986,202410,69,3762.0,0.9,0.461,0,0.15,0,CLT,1,0
8987,202311,57,2051.0,2.5,0.319,0,0.289,1,autonomo,0,1
8988,202404,26,5487.0,2.7,0.189,0,0.178,2,CLT,1,0
8989,202403,21,1608.0,5.4,0.62,0,0.602,2,autonomo,1,0
8990,202403,34,4194.0,4.0,0.126,0,0.453,0,servidor,0,0
8991,202405,21,3005.0,0.0,0.106,2,0.373,2,CLT,1,1
8992,202402,38,2910.0,17.7,0.483,0,0.371,1,CLT,1,0
8993,202311,69,3968.0,1.9,0.395,1,0.169,1,CLT,0,0
8994,202306,44,2554.0,1.2,0.116,1,0.246,1,CLT,0,1
8995,202306,22,4704.0,0.9,0.319,0,0.144,0,servidor,1,0
8996,202403,45,3746.0,3.6,0.796,1,0.142,0,servidor,0,1
8997,202411,31,2674.0,2.1,0.25,0,0.561,0,autonomo,1,0
8998,202412,62,7109.0,1.3,0.518,0,0.436,2,servidor,0,1
8999,202405,25,4034.0,9.5,0.836,0,0.103,2,servidor,0,0
9000,202310,58,4991.0,2.2,0.312,0,0.358,0,autonomo,1,0
9001,202308,42,7393.0,0.4,0.029,0,0.104,3,autonomo,0,0
9002,202408,21,7333.0,8.4,0.387,0,0.255,0,autonomo,0,0
9003,202307,53,4865.0,3.0,0.199,2,0.134,1,aposentado,0,0
9004,202405,43,3130.0,2.4,0.807,0,0.22,2,CLT,0,1
9005,202302,58,1781.0,4.7,0.676,1,0.38,1,aposentado,0,0
9006,202310,51,4037.0,0.2,0.878,0,0.122,4,CLT,1,0
9007,202304,59,6294.0,0.2,0.636,1,0.305,3,servidor,1,1
9008,202411,43,4347.0,3.9,0.323,1,0.235,1,servidor,1,0
9009,202310,21,650.0,6.9,0.443,0,0.119,4,CLT,1,0
9010,202405,27,5625.0,0.2,0.337,1,0.218,0,aposentado,1,0
9011,202301,43,5801.0,1.4,0.743,1,0.314,1,CLT,0,1
9012,202301,40,3132.0,10.9,0.166,0,0.396,1,autonomo,0,0
9013,202405,59,5968.0,10.6,0.586,1,0.106,0,aposentado,0,1
9014,202406,41,4984.0,5.3,0.687,0,0.354,3,aposentado,1,1
9015,202401,63,2584.0,5.8,0.623,1,0.317,1,CLT,1,1
9016,202303,30,6875.0,18.9,0.494,0,0.106,2,servidor,0,0
9017,202311,39,1932.0,0.9,0.255,1,0.346,2,CLT,0,0
9018,202401,58,3538.0,4.8,0.595,1,0.211,1,autonomo,1,0
9019,202308,27,3366.0,4.4,0.169,0,0.485,1,CLT,1,1
9020,202410,36,2410.0,1.3,0.538,0,0.07,0,autonomo,0,0
9021,202311,57,4238.0,4.3,0.251,3,0.089,3,CLT,1,0
9022,202405,49,7011.0,6.2,0.116,1,0.628,4,autonomo,0,0
9023,202303,59,6795.0,1.0,0.168,1,0.183,0,CLT,1,0
9024,202401,46,5228.0,0.9,0.124,1,0.308,2,CLT,0,0
9025,202403,63,1559.0,12.8,0.217,0,0.222,1,servidor,1,0
9026,202309,63,1867.0,1.4,0.766,1,0.505,0,CLT,0,0
9027,202402,68,3956.0,3.8,0.464,0,0.316,0,autonomo,1,0
9028,202405,26,3579.0,0.6,0.56,0,0.176,0,CLT,1,1
9029,202304,49,2838.0,3.1,0.015,1,0.406,2,autonomo,1,0
9030,202406,26,9440.0,5.8,0.18,2,0.197,2,autonomo,0,0
9031,202408,32,3839.0,0.9,0.322,0,0.594,1,CLT,0,1
9032,202401,35,4775.0,0.6,0.476,0,0.227,0,servidor,0,0
9033,202402,52,5967.0,6.3,0.288,1,0.066,0,CLT,0,0
9034,202402,42,3742.0,7.9,0.272,1,0.316,2,aposentado,1,0
9035,202309,63,13300.0,4.8,0.303,1,0.388,2,aposentado,1,0
9036,202312,35,2275.0,12.7,0.148,1,0.33,1,CLT,1,0
9037,202401,51,2689.0,3.6,0.335,1,0.305,2,aposentado,0,0
9038,202304,58,2272.0,5.5,0.651,0,0.183,3,CLT,1,0
9039,202312,69,7953.0,1.6,0.738,0,0.443,0,CLT,1,0
9040,202407,33,5437.0,1.1,0.359,0,0.581,1,autonomo,1,0
9041,202308,56,2774.0,7.6,0.152,0,0.138,0,CLT,1,0
9042,202307,25,2364.0,2.5,0.239,0,0.087,0,autonomo,1,0
9043,202401,47,7277.0,0.7,0.195,0,0.655,4,servidor,1,0
9044,202402,41,4363.0,2.0,0.266,1,0.197,1,CLT,0,0
9045,202306,67,7370.0,2.3,0.519,1,0.094,2,CLT,0,0
9046,202407,58,3533.0,6.0,0.651,0,0.252,2,servidor,0,0
9047,202412,66,4702.0,12.3,0.393,1,0.027,0,CLT,0,0
9048,202311,62,4231.0,0.6,0.274,0,0.318,1,CLT,1,0
9049,202408,41,2665.0,20.0,0.117,1,0.091,2,CLT,1,0
9050,202302,56,3388.0,16.5,0.508,0,0.348,1,autonomo,0,0
9051,202412,22,2014.0,2.3,0.139,1,0.658,2,CLT,0,0
9052,202310,48,4661.0,7.9,0.131,0,0.037,3,CLT,1,0
9053,202406,23,5327.0,4.1,0.176,0,0.259,2,autonomo,1,0
9054,202402,56,5973.0,1.1,0.499,0,0.167,0,autonomo,1,0
9055,202405,68,5081.0,2.7,0.234,0,0.134,1,autonomo,0,0
9056,202412,54,3415.0,0.8,0.297,0,0.193,0,servidor,1,0
9057,202412,62,7911.0,2.8,0.263,1,0.204,0,CLT,0,0
9058,202310,32,5688.0,3.7,0.44,0,0.224,1,CLT,1,0
9059,202403,69,7290.0,0.2,0.245,0,0.413,0,servidor,0,0
9060,202412,47,7522.0,11.7,0.063,1,0.247,1,autonomo,1,0
9061,202401,54,3419.0,3.1,0.303,0,0.244,1,autonomo,1,0
9062,202401,58,4420.0,4.5,0.459,1,0.073,3,aposentado,1,0
9063,202404,52,5363.0,5.4,0.376,0,0.428,0,autonomo,1,0
9064,202408,36,2050.0,9.5,0.759,1,0.052,2,servidor,1,0
9065,202312,50,2073.0,2.2,0.398,0,0.266,0,CLT,1,0
9066,202303,53,1901.0,9.3,0.311,0,0.52,0,CLT,1,0
9067,202411,63,3449.0,2.3,0.406,1,0.409,0,CLT,0,1
9068,202305,44,3082.0,6.7,0.443,1,0.203,2,CLT,0,0
9069,202404,45,1776.0,0.4,0.137,0,0.152,0,autonomo,0,0
9070,202311,45,3923.0,9.1,0.525,1,0.255,0,servidor,0,0
9071,202311,26,3471.0,3.5,0.081,1,0.583,0,CLT,0,1
9072,202307,25,6576.0,0.9,0.809,1,0.18,0,CLT,1,0
9073,202402,22,9962.0,18.8,0.074,0,0.218,1,servidor,0,0
9074,202408,53,4574.0,4.8,0.126,0,0.232,0,CLT,1,0
9075,202407,41,2570.0,2.7,0.466,1,0.019,1,autonomo,0,1
9076,202408,63,5031.0,2.8,0.193,0,0.482,0,servidor,0,0
9077,202304,55,3658.0,1.5,0.057,1,0.296,1,CLT,1,0
9078,202305,27,3229.0,2.4,0.628,0,0.288,1,CLT,0,1
9079,202306,25,2367.0,2.5,0.445,0,0.246,1,autonomo,1,1
9080,202410,38,2887.0,0.3,0.583,0,0.203,4,CLT,0,0
9081,202302,66,3331.0,5.6,0.073,0,0.321,0,CLT,1,0
9082,202305,23,5443.0,0.1,0.31,0,0.243,1,autonomo,1,0
9083,202412,30,4701.0,1.8,0.207,0,0.125,1,CLT,1,0
9084,202306,22,9071.0,4.3,0.732,1,0.093,1,autonomo,0,1
9085,202308,41,5101.0,9.4,0.288,2,0.317,1,CLT,0,1
9086,202401,69,4501.0,1.1,0.156,0,0.102,0,CLT,0,0
9087,202304,54,3124.0,6.9,0.44,1,0.205,0,autonomo,0,0
9088,202310,45,2167.0,10.2,0.062,0,0.233,2,servidor,1,0
9089,202307,28,2738.0,12.1,0.283,1,0.511,0,aposentado,1,0
9090,202407,38,2566.0,18.7,0.271,0,0.225,2,CLT,0,0
9091,202406,46,1012.0,0.7,0.112,0,0.155,2,CLT,0,0
9092,202410,34,2199.0,0.1,0.424,1,0.309,2,CLT,1,0
9093,202306,55,8112.0,14.0,0.06,0,0.558,3,CLT,0,0
9094,202402,69,4378.0,1.8,0.308,0,0.175,1,aposentado,0,0
9095,202308,31,3016.0,24.3,0.497,0,0.08,1,CLT,1,0
9096,202405,33,4444.0,6.1,0.488,0,0.227,2,autonomo,1,0
9097,202411,27,1371.0,16.0,0.322,1,0.116,1,CLT,0,0
9098,202402,56,4192.0,4.5,0.912,1,0.073,2,CLT,0,0
9099,202305,43,6896.0,10.6,0.363,1,0.051,2,servidor,1,0
9100,202312,34,3427.0,2.2,0.153,0,0.231,2,autonomo,1,0
9101,202410,31,1501.0,5.7,0.36,0,0.232,2,CLT,0,1
9102,202405,24,2960.0,6.8,0.478,0,0.334,3,aposentado,1,1
9103,202409,44,6902.0,0.1,0.554,0,0.288,1,aposentado,1,0
9104,202404,54,4144.0,1.4,0.455,1,0.153,0,servidor,1,0
9105,202312,32,1792.0,19.6,0.336,1,0.562,2,aposentado,1,0
9106,202308,21,11894.0,9.2,0.67,0,0.261,1,servidor,0,0
9107,202405,44,1945.0,2.3,0.269,1,0.447,1,autonomo,0,1
9108,202306,54,3225.0,1.2,0.336,0,0.349,0,CLT,0,0
9109,202406,37,2167.0,0.3,0.389,0,0.137,0,autonomo,1,1
9110,202409,33,2169.0,4.6,0.294,0,0.19,2,CLT,0,0
9111,202408,28,2904.0,0.1,0.462,0,0.202,0,CLT,0,0
9112,202407,57,5004.0,0.0,0.275,1,0.329,0,CLT,1,0
9113,202412,63,6941.0,7.6,0.22,0,0.319,2,autonomo,1,0
9114,202312,58,3002.0,1.4,0.578,0,0.364,1,autonomo,1,0
9115,202303,46,2197.0,0.8,0.161,0,0.22,2,CLT,0,0
9116,202312,56,4625.0,1.8,0.514,0,0.373,2,autonomo,0,1
9117,202304,40,4694.0,1.6,0.562,0,0.283,1,CLT,0,0
9118,202409,22,4106.0,1.7,0.336,1,0.135,0,autonomo,0,0
9119,202301,39,4179.0,0.3,0.242,0,0.183,2,autonomo,0,0
9120,202308,55,3442.0,0.6,0.656,0,0.351,1,CLT,1,0
9121,202309,52,3824.0,2.9,0.572,0,0.115,0,CLT,0,0
9122,202404,69,3325.0,2.9,0.66,1,0.253,0,CLT,1,1
9123,202304,69,6217.0,1.7,0.066,3,0.274,0,CLT,1,0
9124,202402,32,11095.0,15.9,0.251,1,0.029,2,autonomo,1,0
9125,202403,21,3983.0,14.8,0.063,1,0.343,1,autonomo,0,0
9126,202405,34,3629.0,1.0,0.439,1,0.147,2,CLT,0,0
9127,202303,63,4138.0,10.5,0.493,0,0.555,3,autonomo,1,0
9128,202403,60,2620.0,9.9,0.38,1,0.119,1,aposentado,1,0
9129,202312,25,5337.0,6.9,0.529,1,0.427,1,CLT,0,0
9130,202310,28,4540.0,11.3,0.473,2,0.14,1,autonomo,0,0
9131,202301,48,2951.0,3.2,0.114,0,0.213,0,autonomo,0,0
9132,202405,53,5716.0,3.6,0.406,1,0.47,1,servidor,1,0
9133,202408,69,3676.0,9.5,0.534,0,0.49,0,CLT,0,0
9134,202306,57,2242.0,7.1,0.191,0,0.313,2,CLT,0,0
9135,202403,31,4341.0,1.5,0.5,1,0.071,0,CLT,0,1
9136,202410,22,4099.0,0.4,0.507,0,0.151,0,CLT,0,0
9137,202412,52,5885.0,1.4,0.203,0,0.125,3,CLT,1,0
9138,202409,48,5518.0,0.1,0.332,1,0.152,1,CLT,0,0
9139,202301,66,3447.0,4.0,0.298,0,0.113,2,CLT,1,0
9140,202308,49,2875.0,4.7,0.346,0,0.61,3,autonomo,1,0
9141,202404,45,3644.0,6.6,0.875,1,0.349,0,CLT,0,0
9142,202408,35,4366.0,1.2,0.486,1,0.264,1,CLT,0,1
9143,202411,25,4637.0,11.6,0.467,0,0.363,1,servidor,1,0
9144,202411,63,4233.0,11.9,0.345,0,0.024,1,CLT,0,0
9145,202306,61,3479.0,2.4,0.26,0,0.185,0,CLT,1,0
9146,202401,28,5993.0,12.9,0.397,0,0.275,1,CLT,1,0
9147,202403,55,2599.0,4.6,0.103,0,0.418,0,CLT,1,1
9148,202304,38,12578.0,10.7,0.098,0,0.077,1,aposentado,0,0
9149,202301,42,5332.0,8.9,0.677,0,0.286,3,aposentado,1,0
9150,202409,62,2072.0,0.0,0.315,1,0.27,2,CLT,0,0
9151,202306,62,3994.0,3.6,0.479,2,0.145,1,CLT,1,0
9152,202302,30,5358.0,2.5,0.671,0,0.217,0,servidor,0,0
9153,202311,36,3057.0,1.3,0.079,1,0.348,2,autonomo,1,1
9154,202311,61,1724.0,0.5,0.264,0,0.289,0,servidor,0,0
9155,202407,65,2166.0,17.4,0.198,0,0.239,0,CLT,0,0
9156,202303,24,4775.0,3.8,0.55,0,0.19,1,servidor,0,1
9157,202401,61,1514.0,1.9,0.385,0,0.261,1,CLT,1,0
9158,202403,44,1764.0,10.3,0.754,0,0.269,2,autonomo,0,1
9159,202401,49,4762.0,0.8,0.123,0,0.433,1,aposentado,0,0
9160,202411,24,3258.0,15.8,0.384,3,0.208,0,servidor,1,1
9161,202406,54,2571.0,2.2,0.494,0,0.539,1,aposentado,1,0
9162,202401,54,2843.0,0.2,0.606,2,0.102,3,CLT,0,0
9163,202308,53,1745.0,1.1,0.605,0,0.275,1,aposentado,1,1
9164,202312,59,4639.0,0.7,0.482,0,0.272,1,autonomo,1,0
9165,202304,67,2433.0,15.0,0.538,0,0.106,1,CLT,0,0
9166,202306,62,2785.0,9.1,0.429,0,0.359,1,servidor,0,0
9167,202409,57,4330.0,1.3,0.244,1,0.345,4,autonomo,1,1
9168,202312,69,3202.0,1.4,0.321,1,0.49,0,aposentado,0,0
9169,202306,54,2560.0,10.9,0.281,0,0.291,1,autonomo,0,0
9170,202403,53,1347.0,0.3,0.107,0,0.042,0,servidor,0,0
9171,202411,47,4375.0,4.1,0.237,1,0.202,1,CLT,0,0
9172,202312,58,3788.0,4.6,0.437,0,0.481,2,autonomo,0,0
9173,202310,24,2811.0,0.0,0.521,1,0.368,0,autonomo,0,1
9174,202312,45,2167.0,5.5,0.195,0,0.352,3,autonomo,1,0
9175,202408,41,3664.0,0.2,0.679,0,0.229,0,CLT,0,1
9176,202310,65,4630.0,7.0,0.31,0,0.214,0,autonomo,0,0
9177,202306,24,3823.0,3.3,0.193,0,0.103,0,CLT,0,0
9178,202405,52,8259.0,2.5,0.323,0,0.332,0,CLT,1,0
9179,202305,30,5179.0,2.8,0.553,0,0.425,1,autonomo,1,1
9180,202309,64,3451.0,12.8,0.174,1,0.281,1,CLT,0,0
9181,202302,62,5267.0,1.9,0.235,1,0.44,1,autonomo,1,0
9182,202308,32,3731.0,0.2,0.25,0,0.118,1,CLT,0,0
9183,202407,63,3724.0,27.7,0.366,1,0.566,0,autonomo,0,1
9184,202304,45,6962.0,0.5,0.264,1,0.022,2,autonomo,1,0
9185,202306,68,2324.0,1.1,0.684,0,0.232,2,CLT,1,0
9186,202305,56,3684.0,0.9,0.238,0,0.104,0,autonomo,1,0
9187,202408,22,6600.0,4.4,0.242,0,0.477,2,CLT,1,0
9188,202312,30,4249.0,1.4,0.263,1,0.147,0,servidor,0,0
9189,202303,40,3027.0,3.6,0.063,0,0.083,2,aposentado,1,0
9190,202404,31,1551.0,6.5,0.209,0,0.029,0,autonomo,1,0
9191,202408,27,1170.0,1.9,0.419,0,0.122,1,aposentado,0,1
9192,202409,68,10281.0,5.4,0.343,0,0.175,1,autonomo,0,0
9193,202302,63,4248.0,8.1,0.402,1,0.094,0,autonomo,1,1
9194,202311,42,2719.0,0.8,0.121,0,0.092,2,CLT,1,0
9195,202307,31,4336.0,7.5,0.654,1,0.017,0,servidor,1,0
9196,202303,29,2267.0,0.3,0.046,0,0.397,0,CLT,0,0
9197,202404,65,3085.0,2.9,0.54,1,0.301,0,CLT,1,0
9198,202312,37,2275.0,1.1,0.847,0,0.135,2,CLT,1,0
9199,202402,21,1796.0,0.6,0.273,0,0.232,1,aposentado,0,1
9200,202307,40,1271.0,1.5,0.587,0,0.348,1,CLT,0,1
9201,202302,43,1638.0,3.8,0.209,0,0.088,2,autonomo,0,0
9202,202301,51,6067.0,5.1,0.5,0,0.283,3,CLT,0,1
9203,202405,37,2223.0,6.6,0.505,0,0.298,0,CLT,1,1
9204,202405,66,4757.0,13.9,0.379,0,0.091,0,servidor,1,0
9205,202407,52,5874.0,4.0,0.608,0,0.569,0,servidor,1,0
9206,202308,69,3671.0,2.7,0.607,0,0.292,1,CLT,1,0
9207,202306,38,3136.0,16.4,0.235,1,0.477,1,CLT,1,0
9208,202311,52,3891.0,1.7,0.416,0,0.362,2,CLT,0,0
9209,202301,38,2956.0,1.3,0.048,0,0.288,1,autonomo,1,0
9210,202406,55,6647.0,3.9,0.247,1,0.121,0,autonomo,1,0
9211,202303,57,9305.0,2.2,0.6,1,0.268,1,autonomo,1,0
9212,202402,36,7517.0,0.3,0.627,0,0.142,0,CLT,0,0
9213,202412,66,1242.0,0.9,0.418,0,0.03,1,autonomo,0,0
9214,202406,63,2926.0,5.3,0.729,0,0.216,0,CLT,0,0
9215,202307,64,3649.0,6.9,0.325,0,0.28,4,CLT,0,0
9216,202403,31,4590.0,3.7,0.515,0,0.11,1,servidor,0,0
9217,202311,56,1535.0,0.1,0.362,0,0.128,0,autonomo,1,0
9218,202407,26,1523.0,1.6,0.444,0,0.177,2,CLT,1,0
9219,202401,26,6998.0,4.0,0.47,1,0.184,1,servidor,1,0
9220,202304,68,2753.0,1.7,0.261,0,0.47,0,servidor,1,0
9221,202404,28,1731.0,3.2,0.595,1,0.043,3,CLT,1,0
9222,202312,63,2097.0,1.4,0.526,0,0.088,1,CLT,0,0
9223,202407,42,4426.0,5.7,0.678,0,0.391,2,CLT,1,1
9224,202411,35,2413.0,1.8,0.194,0,0.608,0,autonomo,1,1
9225,202307,24,4108.0,3.5,0.675,1,0.589,1,CLT,1,1
9226,202311,54,2232.0,1.6,0.784,0,0.263,2,autonomo,1,0
9227,202402,56,1522.0,0.8,0.254,1,0.18,3,servidor,0,0
9228,202312,43,7422.0,0.1,0.3,1,0.101,2,CLT,0,0
9229,202304,60,4443.0,8.1,0.653,1,0.465,1,autonomo,1,1
9230,202409,36,3081.0,5.8,0.251,1,0.209,1,CLT,0,0
9231,202311,48,2805.0,2.3,0.506,0,0.276,1,servidor,1,0
9232,202311,35,7574.0,15.7,0.042,0,0.151,1,CLT,0,1
9233,202311,49,4894.0,8.3,0.244,0,0.232,3,autonomo,0,0
9234,202401,27,6460.0,4.7,0.203,0,0.374,0,autonomo,1,0
9235,202309,44,2719.0,2.8,0.164,0,0.297,0,CLT,0,0
9236,202401,47,3734.0,3.6,0.443,0,0.243,2,CLT,0,0
9237,202402,48,4452.0,4.9,0.2,0,0.15,0,autonomo,0,0
9238,202304,42,2765.0,2.0,0.463,0,0.197,0,CLT,0,0
9239,202408,52,3471.0,4.7,0.653,0,0.166,0,CLT,0,0
9240,202309,46,2719.0,0.7,0.388,0,0.272,1,CLT,0,1
9241,202412,34,4445.0,11.7,0.565,0,0.238,1,CLT,1,0
9242,202407,31,1881.0,3.7,0.451,0,0.382,3,autonomo,0,1
9243,202401,52,4846.0,0.5,0.484,0,0.252,1,CLT,0,0
9244,202305,66,4253.0,13.0,0.356,0,0.153,1,servidor,0,0
9245,202402,57,3289.0,2.4,0.693,0,0.154,2,autonomo,0,0
9246,202312,52,4559.0,0.5,0.197,0,0.173,0,CLT,1,0
9247,202304,66,3034.0,0.2,0.246,0,0.342,1,CLT,0,1
9248,202407,65,2604.0,12.8,0.14,0,0.421,1,autonomo,1,0
9249,202304,45,4778.0,1.2,0.691,0,0.387,1,CLT,1,0
9250,202411,26,4883.0,2.9,0.323,0,0.489,2,CLT,1,0
9251,202411,52,2825.0,1.8,0.583,2,0.09,1,autonomo,0,0
9252,202411,51,2707.0,1.2,0.576,0,0.098,0,CLT,0,1
9253,202302,34,3323.0,4.9,0.311,0,0.137,2,CLT,1,1
9254,202402,62,2763.0,1.5,0.259,0,0.19,0,CLT,0,0
9255,202307,63,7805.0,3.7,0.12,0,0.569,1,CLT,0,0
9256,202408,37,4265.0,4.7,0.624,0,0.084,0,CLT,1,0
9257,202312,44,3668.0,10.2,0.375,0,0.139,1,servidor,1,0
9258,202305,30,2284.0,0.2,0.202,0,0.198,0,servidor,0,0
9259,202312,29,5268.0,3.0,0.191,0,0.384,2,autonomo,1,1
9260,202307,33,2682.0,0.7,0.185,0,0.177,1,autonomo,1,0
9261,202305,38,2627.0,4.8,0.319,0,0.327,0,aposentado,1,0
9262,202412,34,5358.0,6.5,0.574,0,0.432,3,CLT,0,0
9263,202412,28,4419.0,1.1,0.467,0,0.46,3,servidor,0,1
9264,202412,42,1041.0,3.3,0.37,1,0.233,0,CLT,0,1
9265,202303,51,3365.0,6.2,0.059,0,0.086,0,servidor,0,0
9266,202308,36,3877.0,1.6,0.86,2,0.346,2,CLT,1,0
